,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude,avg_temp,precipitation,wind_speed,sea_level_pressure,na_wind_speed
156,Unprovoked,surfing,M,60.0,FATAL,Y,1040,"White shark, 3.5 m",07-Jun-2020,AUSTRALIA New South Wales Salt Beach near Kingscliff,-28.2776303,153.5776799,15.9,0.0,10.4,1020.8,False
159,Unprovoked,surfing,M,,Cut to index finger of hand,N,0830,Tiger shark?,01-Jun-2020,"USA Hawaii Davidsons Beach, Kauai",21.9641667,-159.7088889,25.9,,8.4,1017.1,False
160,Unprovoked,spearfishing,M,,Lacerations to left hand,N,9999,"Bull shark, 8'",31-May-2020,BAHAMAS Abaco Islands NoName Cay,26.7747107,-77.3295708,81.6,0.0,7.6,1017.7,False
161,Unprovoked,spearfishing,M,18.0,"No injury, swim fin bitten",N,9999,Bull shark,30-May-2020,AUSTRALIA Queensland Lucinda,-18.5281508,146.3314538,70.3,0.0,8.7,1019.1,False
162,Unprovoked,playing,M,12.0,Left foot bitten,N,9999,Bull shark,28-May-2020,"THAILAND Muang district of Satun province,  Chebilang pier ",6.6237755,100.0673736,84.2,0.43,2.5,1009.8,False
163,Unprovoked,playing,M,9.0,Lacerations to both feet,N,9999,Angel shark,26-May-2020,"SPAIN Canary Islands Famara Beach, Lanzarote",29.1155588,-13.5563449,73.4,0.0,9.1,1016.8,False
164,Unprovoked,snorkeling,Not Determined,,Leg bitten,N,9999,Blacktip shark,17-May-2020,FRENCH POLYNESIA Tahiti Vallée Blanche,-17.5695978,-149.6193069,82.7,0.01,6.9,1011.2,False
165,Unprovoked,surfing,M,26.0,FATAL,Y,1330,White shark,09-May-2020,"USA California Sand Dollar Beach, Santa Cruz County",35.9232476,-121.4686936,63.2,0.0,6.8,1013.1,False
166,Unprovoked,surfing,M,,Leg injured,N,1600,Not Determined,08-May-2020,"AUSTRALIA Victoria Southside Beach, near Geelong",-38.3735964,144.2748394,57.8,0.0,9.4,1010.7,False
167,Unprovoked,swimming,F,57.0,2 lacerations to foot,N,1430,5' to 6' shark,01-May-2020,"USA California Summerland, Santa Barbara County",34.4220518,-119.5981636,20.0,0.0,14.4,1012.5,False
169,Unprovoked,swimming,F,,Lacerations to foot,N,0800,Not Determined,21-Apr-2020,AUSTRALIA New South Wales Killick Creek near Crescent Head,-31.175544,152.9697518,63.7,0.01,3.4,1017.6,False
170,Unprovoked,surfing,F,,Foot bitten,N,1000,"Bull shark, 6'",07-Apr-2020,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,22.2,0.0,9.4,1018.3,False
171,Unprovoked,swimming,M,23.0,FATAL,Y,1730,Not Determined,06-Apr-2020,AUSTRALIA Queensland North West Island,-23.2950882,151.7078724,77.3,0.0,7.4,1014.2,False
172,Unprovoked,surfing,M,38.0,Right hand bitten,N,1000,6' shark,06-Apr-2020,AUSTRALIA New South Wales Wamberal Beach,-33.4245269,151.4538927,65.0,0.0,5.4,1017.7,False
173,Unprovoked,,M,,"No injury, paddleboard bitten",N,1800,Not Determined,27-Mar-2020,"USA California Pleasure Point, Santa Cruz County",36.9635135,-121.9648975,8.8,0.0,10.5,1021.6,False
174,Unprovoked,surfing,M,,Left foot bitten ,N,1220,Not Determined,22-Mar-2020,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,23.1,0.0,7.6,1022.8,False
175,Unprovoked,surfing,M,,Left foot bitten when he jumped on the shark  PROVOKED INCIDENT,N,1050,Not Determined,22-Mar-2020,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,23.1,0.0,7.6,1022.8,False
176,Unprovoked,no activity,F,,Arm injured,N,1200,Not Determined,21-Mar-2020,AUSTRALIA Queensland Cairns,-16.9203476,145.7709529,26.4,9.1,18.5,1013.6,False
178,Unprovoked,spearfishing,M,26.0,Lacerations to right elbow,N,9999,Not Determined,02-Mar-2020,"FIJI Vanua Levu Tawake, Cakaudrove",-16.246223,179.855944,84.9,0.17,10.6,1008.2,False
179,Unprovoked,surfing,M,60.0,"Minor injury, surfboard bitten",N,1130,White shark,22-Feb-2020,NEW ZEALAND North Island Pauanui Beach,-37.016098,175.8676543,69.5,0.22,9.9,1013.2,False
180,Unprovoked,boarding,M,,"No injury, but paddleboard bitten",N,0940,Tiger shark,05-Feb-2020,USA Maui Wailea,20.682848,-156.4429602,22.8,0.0,8.6,1014.6,False
181,Unprovoked,canoeing,M,,"No injury, but canoe was scratched",N,0630,Not Determined,01-Feb-2010,FRENCH POLYNESIA Marquesas Ua Huka,-8.9077726,-139.5483671,84.3,0.0,11.2,1004.9,False
183,Unprovoked,surfing,M,59.0,Laceration ot left ankle and foot,N,0800,"""A small shark""",17-Jan-2020,AUSTRALIA New South Wales Windang Beach,-34.5343248,150.8745658,67.9,1.02,13.0,1009.8,False
184,Unprovoked,surfing,F,13.0,Minor injury to lower leg,N,2030,Broadnose seven gill shark?,16-Jan-2020,NEW ZEALAND Southland Oreti Beach,-46.4369169,168.2448936,15.6,0.0,10.7,1021.6,False
185,Unprovoked,surfing,M,26.0,Lacerations to foot,N,1433,Not Determined,13-Jan-2020,"USA North Carolina Rodanthe, Dare County",35.600383,-75.4655882,65.5,0.13,7.9,1028.2,False
186,Unprovoked,swimming,M,75.0,Calf bitten,N,0715,Not Determined,12-Jan-2020,THAILAND Phang Nga Province Nang Thong Beach,8.640981199999999,98.2470151,82.1,0.0,4.4,1009.5,False
187,Unprovoked,swimming,F,7.0,Lacerations to leg,N,1730,Lemon shark,07-Jan-2020,AUSTRALIA Queensland North West Island,-23.2950882,151.7078724,78.1,1.1,9.6,1013.7,False
188,Unprovoked,diving,M,57.0,FATAL,Y,1300,White shark,05-Jan-2020,AUSTRALIA Western Australia Cull Island / Esperance,-33.9221794,121.9032181,69.5,0.0,12.4,1017.8,False
191,Unprovoked,swimming,M,30.0,Minor injury to hand,N,1258,"Shovelnose ""shark"" which is a ray, not a shark)",30-Dec-2019,AUSTRALIA Queensland North West Island,-23.2950882,151.7078724,78.8,0.01,12.7,1014.4,False
192,Unprovoked,swimming,F,45.0,Arm bitten,N,1900,Not Determined,28-Dec-2019,SEYCHELLES Praslin Amitié Beach,-4.324790999999999,55.698296,81.6,0.0,5.8,1009.1,False
193,Unprovoked,spearfishing,M,33.0,FATAL,Y,1630,Not Determined,26-Dec-2019,PAPUA NEW GUINEA Central Province Ragelapara reef ,-9.1360187,147.4627259,84.0,0.0,10.4,1007.5,False
194,Unprovoked,,M,,"No injury, shark bit surf ski",N,0700,Not Determined,26-Dec-2019,"SOUTH AFRICA Eastern Cape Province Nahoon Beach, East London",-32.9859684,27.9446709,12.5,0.2,13.5,1010.5,False
195,Unprovoked,boarding,F,17.0,Laceration to thigh,N,1800,Not Determined,24-Dec-2019,NEW ZEALAND Southland Oreti Beach,-46.4369169,168.2448936,12.6,0.0,9.1,1015.5,False
196,Unprovoked,surfing,M,37.0,Right leg bitten,N,1615,Not Determined,21-Dec-2019,"USA California Santa Rosa Island, Ventura County",33.9773487,-120.0896313,54.6,0.0,5.6,1017.5,False
199,Unprovoked,,M,57.0,Arm bitten,N,0900,Not Determined,06-Dec-2019,AUSTRALIA Western Australia Exmouth,-21.9323088,114.1278654,29.9,0.0,21.8,1009.0,False
200,Unprovoked,,M,57.0,"No injury, inflatable paddle board was bitten by the shark",N,1000,10'-12' tiger shark,03-Dec-2019,"USA Hawaii Cove Park, Kihei, Maui",20.727318,-156.4499005,23.8,0.0,16.9,1015.5,False
201,Unprovoked,surfing,M,9.0,"No injury, knocked from his board by the shark",N,9999,Juvenile blacktip shark,30-Nov-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,18.7,0.0,5.0,1016.9,False
202,Unprovoked,snorkeling,M,30.0,Lacerations to foot,N,1800,Not Determined,30-Nov-2019,AUSTRALIA Queensland Bargara,-24.8193603,152.4552931,25.0,0.0,11.4,1012.3,False
206,Provoked,feeding,M,9.0,Multiple lacerations to right arm,N,9999,5' blacktip shark,14-Nov-2019,FRENCH POLYNESIA Moorea Afareitu Lagoonarium.,-17.5511682,-149.7763274,27.1,0.0,8.5,1013.3,False
207,Unprovoked,surfing,M,30.0,Lacerations to left foot,N,9999,4' to 5' blacktip shark,12-Nov-2019,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,23.8,0.0,8.6,1014.4,False
208,Unprovoked,snorkeling,M,23.0,Bite to right forearm,N,9999,Not Determined,11-Nov-2019,MEXICO Baja  Magdalena Bay,24.583333,-112.0,73.6,0.22,8.3,1015.3,False
210,Unprovoked,surfing,F,,"No inury, knocked from board",N,0800,Juvenile white shark?,06-Nov-2019,"USA California San Onofre, San Diego County ",33.3728077,-117.5656012,16.9,,6.7,1024.2,False
212,Unprovoked,snorkeling,M,28.0,Raddons right foot was severed and Maggs sustained serious lacerations to his lower right leg.,N,1020,Tiger shark,29-Oct-2019,"AUSTRALIA Queensland Off Airlie Beach, Whitsundays",-20.2677525,148.7155626,24.0,0.0,36.6,,False
213,Provoked,surfing,M,32.0,Minor cuts when he jumped off his board and landed on the shark. PROVOKED INCIDENT,N,1245,4' to 5' shark,27-Oct-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.9,8.1,9.0,1014.7,False
215,Unprovoked,surfing,M,17.0,"No injury, surfboard bitten",N,1730,7' shark,17-Oct-2019,"AUSTRALIA Queensland Woorim Beach, Bribie Island,",-27.0610989,153.2015792,73.7,0.1,16.9,1012.7,False
216,Unprovoked,surfing,M,20.0,Lacerations to right foot,N,1200,Not Determined,08-Oct-2019,"USA Florida Fort Pierce, St. Lucie County",27.4467056,-80.3256056,25.4,28.2,7.2,1011.8,False
217,Unprovoked,surfing,M,29.0,"No injury, surfboard severely damaged",N,1600,"White shark, 3.5 m",05-Oct-2019,AUSTRALIA New South Wales Lighthouse Beach,-28.87259989999999,153.5899247,64.1,0.0,9.4,1020.3,False
220,Provoked,fishing,M,45.0,Hooked shark bit his leg. PROVOKED INCIDENT,N,1800,1+ m shark,28-Sep-2019,"AUSTRALIA Northern Territory  Nightcliff Jetty, Darwin",-12.3788974,130.842219,27.5,0.0,10.6,1014.1,False
221,Unprovoked,surfing,F,,"No injury, back of board bitten",N,0915,6' to 7' shark,26-Sep-2019,"USA Hawaii Kihei, South Maui",20.7484034,-156.452737,26.8,0.0,16.9,1013.1,False
222,Unprovoked,swimming,M,,Laceration to arm,N,1700,Not Determined,24-Sep-2019,"USA Florida Huguenot Park, Jacksonville, Duval County",30.4110088,-81.4204882,26.1,0.0,10.8,1012.8,False
223,Unprovoked,surfing,M,13.0,Lacerations to left foot,N,1630,2' shark,24-Sep-2019,"USA Florida Satellite Beach, Brevard County",28.1761233,-80.59005189999999,26.3,0.0,12.1,1013.3,False
224,Unprovoked,snorkeling,Not Determined,22.0,Minor injuries,N,1040,"Galapagos shark, 5'-9'",18-Sep-2019,"USA Hawaii Haleiwa, Oahu",21.5927614,-158.1034112,79.3,0.0,7.3,1013.2,False
225,Unprovoked,no activity,F,22.0,Foot bitten,N,9999,Not Determined,15-Sep-2019,"USA South Carolina Isle of Palms,  Charleston County",32.8194131,-79.7343791,26.7,0.0,5.5,1017.8,False
226,Unprovoked,spearfishing,M,,"No injury, shark bit swim fin",N,0900,14' white shark,07-Sep-2019,"AUSTRALIA Western Australia Burns Beach, Perth",-31.72467219999999,115.7250472,12.7,0.0,6.5,1023.7,False
227,Unprovoked,spearfishing,M,70.0,Bite to posterior left knee,N,9999,Nurse shark,31-Aug-2019,USA Cayman Islands Grand Cayman,19.3221698,-81.2408689,85.8,0.0,7.3,1012.0,False
228,Unprovoked,no activity,M,60.0,Thigh injured,N,1800,Not Determined,31-Aug-2019,"USA Florida Jacksonville Beach, Duval County",30.2841224,-81.3961338,28.3,5.3,17.0,,False
229,Provoked,surfing,M,40.0,Hand and calf bitten when he jumped off surfboard and landed on the shark PROVOKED INCIDENT,N,1155,6.5' shark,27-Aug-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.4,4.3,6.1,1014.7,False
230,Unprovoked,wading,M,11.0,Foot bitten,N,0900,Not Determined,21-Aug-2019,"USA Florida Fort Lauderdale, Broward County",26.1224386,-80.13731740000001,28.8,0.0,13.7,1017.6,False
231,Unprovoked,,F,26.0,Injury to lower back and right hip,N,0800,Not Determined,20-Aug-2019,"USA Hawaii Napoopoo Park in Kealakekua Bay, The Big Island",19.4709665,-155.9210389,27.4,0.0,12.1,1014.1,False
233,Unprovoked,wading,M,9.0,Puncture marks to lower leg,N,1100,Not Determined,16-Aug-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.5,0.0,14.0,,False
234,Unprovoked,surfing,M,16.0,"No injury, board damaged",N,1930,10' to 12' shark,11-Aug-2019,"USA Hawaii Makaha Beach, Oahu",21.4763581,-158.2203658,25.5,0.0,6.3,1014.4,False
235,Unprovoked,standing,M,51.0,Minor injuries to right foot,N,1500,Not Determined,04-Aug-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,27.7,5.8,9.4,1014.7,False
236,Unprovoked,surfing,F,21.0,Minor cuts to right foot,N,1600,Not Determined,03-Aug-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.5,0.0,5.0,1013.9,False
237,Unprovoked,surfing,M,20.0,Bite to left hand and wrist,N,1530,Not Determined,03-Aug-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.5,0.0,5.0,1013.9,False
238,Unprovoked,spearfishing,M,37.0,Laceration to left arm and hands,N,9999,Not Determined,03-Aug-2019,USA Florida Off Key Biscayne,25.693713,-80.1628248,27.6,64.3,8.3,1014.5,False
239,Unprovoked,swimming,M,49.0,Bite to abdomen & left leg medial thigh,N,2220,Cookiecutter shark,29-Jul-2019,USA Hawaii Molokai Channel/,21.1443935,-157.0226297,27.9,0.0,15.1,1017.0,False
240,Provoked,fishing,M,,Arc of punctures to lower right leg by hooked shark PROVOKED INCIDENT,N,9999,"Blacktip shark, 5' ",30-Jul-2019,"USA North Carolina Off Cape Hatteras, Dare County",35.24804,-75.5393155,26.7,0.0,10.8,1018.2,False
241,Unprovoked,surfing,M,18.0,3 lacerations to left hand,N,1330,Not Determined,29-Jul-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,28.0,0.0,14.0,1016.9,False
243,Unprovoked,boarding,M,49.0,Lacerations to right thigh,N,1630,Not Determined,27-Jul-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.1,0.0,7.6,1020.8,False
244,Unprovoked,surfing,M,23.0,Puncture wounds around left elbow,N,9999,Blacktip or Spinner shark,27-Jul-2019,"USA Florida Jacksonville Beach, Duval County",30.2841224,-81.3961338,26.2,1.3,17.0,1021.4,False
245,Unprovoked,surfing,M,18.0,Foot bitten,N,1500,Sandtiger shark,22-Jul-2019,"USA Rhode Island Moonstone Beach, South Kingstown, Washington County",41.3865718,-71.57474549999999,26.6,8.3,9.1,,False
248,Unprovoked,,F,,Ankle bitten,N,1630,shark pup,16-Jul-2019,"USA North Carolina Sunset Beach, Brunswick County",33.8820632,-78.5183816,28.6,0.0,9.2,1018.9,False
249,Unprovoked,boarding,F,16.0,Foot bitten,N,0730,Not Determined,12-Jul-2019,"USA Florida Amelia Island, Nassau County",30.6265697,-81.46085599999999,26.2,4.1,13.1,,False
250,Unprovoked,surfing,M,20.0,Leg injured,N,1030,"White shark, juvenile",10-Jul-2019,"SOUTH AFRICA Eastern Cape Province East Beach, Port Alfred",-33.5977778,26.9052778,56.4,0.0,8.9,1020.3,False
251,Unprovoked,boarding,M,43.0,Puncture wounds to wrist,N,0800,Bull shark pup,09-Jul-2019,"AUSTRALIA Queensland Pelican Waters, Caloundra",-26.8043999,153.1254643,61.3,0.01,4.3,1020.1,False
252,Provoked,fishing,M,,Leg injured,N,9999,Not Determined,06-Jul-2019,MEXICO Quinta Roo Cabo Catoche ,21.6047222,-87.10305559999999,83.9,0.0,8.1,1018.2,False
253,Unprovoked,surfing,M,18.0,Minor injury to foot,N,1630,Not Determined,30-Jun-2019,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.3,51.8,5.4,1018.0,False
254,Unprovoked,snorkeling,M,32.0,Unknown,N,1730,Not Determined,04-Jul-2019,BAHAMAS Abaco Islands Great Guana Cay,26.6766265,-77.12694379999999,83.8,0.0,9.6,1015.8,False
255,Unprovoked,snorkeling,F,21.0,FATAL,Y,1400,Not Determined,26-Jun-2019,BAHAMAS Lucayan Archipelago Rose Island,23.6888771,-75.3312648,73.9,0.0,14.9,1015.9,False
258,Unprovoked,swimming,M,8.0,Puncture wounds to leg,N,1600,Not Determined,16-Jun-2019,"USA North Carolina Bald Head Island, Brunswick County",33.8737069,-78.00153089999999,78.6,0.0,6.3,1018.0,False
259,Unprovoked,swimming,M,64.0,Arc of lacerations to bicep,N,0900,"Bull shark, 4' to 5'",16-Jun-2019,"USA Georgia Wilmington River, Chatham County",31.9944425,-80.996972,26.8,0.0,9.0,1018.0,False
260,Unprovoked,surfing,M,19.0,Cuts to right foot,N,1400,Not Determined,10-Jun-2019,"USA North Carolina Ocean Isle, Brunswick County",33.8877282,-78.4364471,26.7,,19.8,,False
263,Unprovoked,standing,F,17.0,Severe injuries to leg and hand,N,1220,Not Determined,02-Jun-2019,"USA North Carolina Fort Macon State Beach, Carteret County",34.7000204,-76.6922289,24.4,0.0,10.5,1010.6,False
264,Unprovoked,fishing,M,43.0,FATAL,Y,9999,Not Determined,29-May-2019,NEW CALEDONIA Bélep Islands Cook Reef,-19.75,163.6666667,23.3,,13.1,,False
265,Unprovoked,swimming,M,65.0,FATAL,Y,0848,Not Determined,25-May-2019,"USA Hawaii Honokowai Point, Maui",20.9479024,-156.6920594,27.3,0.0,21.6,1017.9,False
266,Unprovoked,swimming,M,10.0,Leg severed,N,1600,"Bull shark, 3.5 m",25-May-2019,NEW CALEDONIA Noumea Port South Marina,-22.2778565,166.4387208,22.5,0.7,5.8,1014.9,False
267,Unprovoked,boarding,M,67.0,No injury,N,9999,Shark involvement unconfirmed but considered probable,20-May-2019,"USA New Jersey Ship Bottom, Ocean County",39.642897,-74.1804159,24.8,1.1,15.8,1010.4,False
269,Unprovoked,surfing,M,,"No injury, knocked of board by shark",N,0830,8' shark,14-May-2019,"USA Hawaii Browns, Oahu",21.2991603,-157.8560005,27.1,0.0,14.8,1017.3,False
270,Unprovoked,surfing,M,53.0,Laceration to right ankle,N,1621,Not Determined,14-May-2019,AUSTRALIA Queensland Yandaran Beach,-24.7092034,152.2558919,21.7,2.2,16.4,1022.5,False
272,Unprovoked,swimming,F,34.0,Injuries to left arm and hand,N,0900,Not Determined,08-May-2019,USA Hawaii O'ahu,21.4389123,-158.0000565,24.8,0.0,9.0,1015.2,False
273,Unprovoked,surfing,F,28.0,"No injury, shark severed surfboard leash",N,9999,White shark,07-May-2019,"USA California North Salmon Creek Beach, Sonoma County",38.3592396,-123.0682435,13.8,0.0,8.1,,False
274,Provoked,fishing,M,12.0,Cut to toe from hooked shark PROVOKED INCIDENT,N,9999,Lemon shark pup,04-May-2019,BRAZIL Fernando de Noronha Praia de Porto,-3.8344673,-32.4013927,29.2,1.0,25.2,1011.4,False
275,Unprovoked,fishing,M,,Injury to leg,N,1845,Not Determined,01-May-2019,"USA Florida Off Boca Grande, Lee County",26.7490152,-82.2616717,23.2,,17.3,1020.5,False
277,Unprovoked,kayaking,F,65.0,Injury to right inner thigh,N,0830,Tiger shark,23-Apr-2019,"USA Hawaii Anaehoomalu Bay, Hawaii",19.9161242,-155.8932242,74.5,0.0,8.5,1016.8,False
278,Unprovoked,no activity,M,25.0,Minor injury to leg,N,1730,Not Determined,21-Apr-2019,"USA Florida Jacksonville Beach, Duval County",30.2841224,-81.3961338,18.7,0.0,10.6,1018.4,False
281,Unprovoked,swimming,M,23.0,Bitten on left shoulder,N,0100,Cookiecutter shark,06-Apr-2019,USA Hawaii Kaiwi Channel,19.8967662,-155.5827818,65.6,0.0,9.8,1016.3,False
282,Provoked,diving,F,,"Lacerations to face, chin and scalp",N,9999,Sand tiger shark,05-Apr-2019,"CHINA Liaoning Province Laohutan Ocean Park Aquarium, Dalian City",38.877949,121.674682,12.1,0.0,12.0,1011.8,False
284,Unprovoked,swimming,M,25.0,Puncture marks to left hip and buttocks,N,1230,"Grey reef shark, 4' ",25-Mar-2019,AUSTRALIA Queensland Line Reef,-19.674144,149.1746224,81.7,0.0,11.8,1012.9,False
285,Unprovoked,surfing,M,46.0,Lacerations to foot,N,1600,4' shark,22-Mar-2019,"USA Florida Hobe Sound, Martin County",27.059498,-80.1364323,63.3,0.0,6.7,1017.8,False
286,Unprovoked,swimming,M,32.0,20 cm gash to right leg,N,1730,Not Determined,21-Mar-2019,MEXICO Guerrero Troncones,17.7801095,-101.7214254,76.9,0.0,6.1,1012.5,False
287,Unprovoked,swimming,M,58.0,Bite to abdomen,N,0300,Cookiecutter shark,16-Mar-2019,USA Hawaii Kaiwi Channel,19.8967662,-155.5827818,53.8,0.0,6.0,1014.7,False
288,Unprovoked,boarding,M,11.0,Lacerations to right foot,N,1400,Spinner shark,12-Mar-2019,"USA Florida Stuart Beach, Martin County",27.2143933,-80.17502139999999,72.2,0.0,7.0,1020.4,False
289,Unprovoked,surfing,M,,"No injury, board bitten and dented",N,0830,Not Determined,05-Mar-2019,"USA Oregon Cape Kiwanda, Tillamook County",45.21528139999999,-123.9695844,35.8,0.0,4.2,1014.8,False
290,Provoked,fishing,M,46.0,Lacerations to arm from shark caught in trawl net  PROVOKED INCIDENT,N,1600,2.5 m shark,05-Mar-2019,SOUTH AFRICA Eastern Cape Province 30 nm off Port Elizabeth,-33.9608369,25.6022423,21.0,0.0,17.9,1017.5,False
291,Unprovoked,surfing,M,41.0,Lacerations/puncture marks to thigh,N,0640,Not Determined,17-Feb-2019,AUSTRALIA New South Wales Belongil Bay,-28.6337328,153.6003455,75.3,0.0,11.3,1014.3,False
292,Unprovoked,surfing,M,31.0,Minor injury to face,N,1730,Lemon shark,14-Feb-2019,BRAZIL Fernando de Noronha Cacimba do Padre,-3.8498785,-32.4387858,28.1,11.9,10.2,1012.4,False
293,Unprovoked,spearfishing,M,25.0,Right forearm bitten,N,9999,"Reef shark, ",10-Feb-2019,AUSTRALIA Northern Territory  Groote Eylandt,-13.9700453,136.5933382,30.8,0.0,13.4,,False
294,Unprovoked,surfing,M,,Multiple lacerations to leg,N,1340,Tiger shark,04-Feb-2019,"USA Hawaii Hanalei Bay, Kauai",22.2090776,-159.5067583,22.6,1.0,26.3,1015.5,False
295,Unprovoked,surfing,M,50.0,"No injury, surfboard bitten",N,0615,Not Determined,04-Feb-2019,AUSTRALIA New South Wales Urunga area,-30.5,153.016667,77.3,0.0,10.8,1013.3,False
297,Unprovoked,spearfishing,M,50.0,Right wrist and hand injured,N,1000,Bull shark,02-Feb-2019,USA Florida Key Biscayne,25.693713,-80.1628248,23.4,0.0,13.0,1019.0,False
300,Unprovoked,swimming,F,15.0,Minor injury to left foot,N,1130,Wobbegong shark,14-Jan-2019,AUSTRALIA Western Australia North Cottesloe ,-31.98966699999999,115.7597955,22.3,0.0,13.9,1013.0,False
302,Unprovoked,surfing,M,19.0,Cuts to both lower legs,N,1000,"White shark, 4.6m",8-Jan-2019,"USA California Sandspit Beach, Montaña de Oro State Park ",35.2723111,-120.8867814,13.2,0.0,8.3,1018.5,False
303,Unprovoked,diving,M,35.0,FATAL,Y,1100,Tiger shark,18-Dec-2018,MEXICO Sonora Southeast of Puerto Peñasco ,31.3268218,-113.5311843,57.1,0.0,5.2,1020.6,False
